"","sample_name","cluster_color","cluster_order","cluster_label","class_color","class_order","class_label","subclass_color","subclass_order","subclass_label","full_genotype_label","donor_sex_label","region_label","cortical_layer_label","cell_type_accession_label","external_donor_name_label"
"F2S4_180920_024_A01","F2S4_180920_024_A01","#00FF34",62,"Exc L2-3 LINC00507 RPL9P17","#AFCC3D",2,"Glutamatergic","#52FF26",7,"IT",NA,"M","A1C","L2","CS1910121062","H200.1025"
"F2S4_180928_076_D01","F2S4_180928_076_D01","#3CAD5F",108,"Exc L5-6 FEZF2 CYP26B1","#AFCC3D",2,"Glutamatergic","#006B99",12,"L5/6 NP",NA,"M","A1C","L5","CS1910121108","H200.1025"
"F2S4_180928_077_E01","F2S4_180928_077_E01","#14718F",105,"Exc L5 FEZF2 MORN2","#AFCC3D",2,"Glutamatergic","#1FCCCC",11,"L5 ET",NA,"M","A1C","L5","CS1910121105","H200.1025"
"F2S4_180928_102_E01","F2S4_180928_102_E01","#174ABE",98,"Exc L6 FEZF2 KRT17","#AFCC3D",2,"Glutamatergic","#4DFFC9",10,"L6b",NA,"M","A1C","L6b","CS1910121098","H200.1025"
"F2S4_180920_029_H01","F2S4_180920_029_H01","#71AF9A",116,"Oligo L4-6 OPALIN","#17994B",3,"Non-neuronal","#311799",15,"Oligodendrocyte",NA,"M","A1C","L3","CS1910121116","H200.1025"
"F2S4_180928_078_C01","F2S4_180928_078_C01","#0A75B1",104,"Exc L5 FEZF2 SCN7A","#AFCC3D",2,"Glutamatergic","#1FCCCC",11,"L5 ET",NA,"M","A1C","L5","CS1910121104","H200.1025"
"F2S4_180928_097_D01","F2S4_180928_097_D01","#174ABE",98,"Exc L6 FEZF2 KRT17","#AFCC3D",2,"Glutamatergic","#4DFFC9",10,"L6b",NA,"M","A1C","L6a","CS1910121098","H200.1025"
"F2S4_180924_001_G01","F2S4_180924_001_G01","#8B5862",1,"Inh L1 LAMP5 NDNF","#0066FF",4,"GABAergic","#FF7373",1,"LAMP5",NA,"F","A1C","L1","CS1910121001","H200.1023"
"F2S4_180924_002_A01","F2S4_180924_002_A01","#8BA38D",120,"Micro L1-6 C1QC","#17994B",3,"Non-neuronal","#FF26A8",19,"Microglia",NA,"F","A1C","L1","CS1910121120","H200.1023"
"F2S4_180924_002_D01","F2S4_180924_002_D01","#A6666F",9,"Inh L1 PAX6 CA4","#0066FF",4,"GABAergic","#CC683D",2,"PAX6",NA,"F","A1C","L1","CS1910121009","H200.1023"
"F2S4_180924_002_H01","F2S4_180924_002_H01","#352D27",112,"Astro L1 FGFR3 MT1G","#17994B",3,"Non-neuronal","#73ABFF",13,"Astrocyte",NA,"F","A1C","L1","CS1910121112","H200.1023"
"F2S4_180924_003_B01","F2S4_180924_003_B01","#A6666F",9,"Inh L1 PAX6 CA4","#0066FF",4,"GABAergic","#CC683D",2,"PAX6",NA,"F","A1C","L1","CS1910121009","H200.1023"
"F2S4_180928_080_H01","F2S4_180928_080_H01","#312E27",111,"Astro L1-6 FGFR3 ETNPPL","#17994B",3,"Non-neuronal","#73ABFF",13,"Astrocyte",NA,"M","A1C","L5","CS1910121111","H200.1025"
"F2S4_180928_082_H01","F2S4_180928_082_H01","#604B47",117,"Endo L2-5 CLDN5","#17994B",3,"Non-neuronal","#7F00FF",16,"Endothelial",NA,"M","A1C","L5","CS1910121117","H200.1025"
"F2S4_180928_083_G01","F2S4_180928_083_G01","#996A0E",41,"Inh L4-6 SST MTHFD2P6","#0066FF",4,"GABAergic","#FFE500",4,"SST",NA,"M","A1C","L5","CS1910121041","H200.1025"
"F2S4_180928_085_B01","F2S4_180928_085_B01","#510BBB",89,"Exc L6 THEMIS C6orf48","#AFCC3D",2,"Glutamatergic","#00CC14",8,"L5/6 IT Car3",NA,"M","A1C","L5","CS1910121089","H200.1025"
"F2S4_180928_094_D01","F2S4_180928_094_D01","#936052",6,"Inh L5-6 LAMP5 SFTA3","#0066FF",4,"GABAergic","#FF7373",1,"LAMP5",NA,"M","A1C","L6a","CS1910121006","H200.1025"
"F2S4_180920_040_H01","F2S4_180920_040_H01","#2E3E39",114,"OPC L1-6 MYT1","#17994B",3,"Non-neuronal","#3D4BCC",14,"OPC",NA,"M","A1C","L3","CS1910121114","H200.1025"
"F2S4_180924_087_B01","F2S4_180924_087_B01","#3DAD5E",107,"Exc L5-6 FEZF2 MYBPHL","#AFCC3D",2,"Glutamatergic","#006B99",12,"L5/6 NP",NA,"F","A1C","L5","CS1910121107","H200.1023"
"F2S4_180928_086_G01","F2S4_180928_086_G01","#23D385",79,"Exc L4-5 RORB LINC01474","#AFCC3D",2,"Glutamatergic","#52FF26",7,"IT",NA,"M","A1C","L5","CS1910121079","H200.1025"
"F2S4_180920_050_G01","F2S4_180920_050_G01","#A77B6E",119,"Peri L1-6 MUSTN1","#17994B",3,"Non-neuronal","#992E8E",18,"Pericyte",NA,"M","A1C","L4","CS1910121119","H200.1025"
"F2S4_180924_034_H01","F2S4_180924_034_H01","#73B29E",115,"Oligo L4-6 MOBP COL18A1","#17994B",3,"Non-neuronal","#311799",15,"Oligodendrocyte",NA,"F","A1C","L3","CS1910121115","H200.1023"
"F2S4_180924_036_F01","F2S4_180924_036_F01","#23D286",58,"Exc L4 RORB CCDC168","#AFCC3D",2,"Glutamatergic","#63992E",6,"L4 IT",NA,"F","A1C","L3","CS1910121058","H200.1023"
"F2S4_180920_054_F01","F2S4_180920_054_F01","#71AF9A",116,"Oligo L4-6 OPALIN","#17994B",3,"Non-neuronal","#311799",15,"Oligodendrocyte",NA,"M","A1C","L4","CS1910121116","H200.1025"
"F2S4_180924_037_E01","F2S4_180924_037_E01","#D26ECB",20,"Inh L1-5 VIP KCNJ2","#0066FF",4,"GABAergic","#996517",3,"VIP",NA,"F","A1C","L3","CS1910121020","H200.1023"
"F2S4_180924_038_H01","F2S4_180924_038_H01","#2E3E39",114,"OPC L1-6 MYT1","#17994B",3,"Non-neuronal","#3D4BCC",14,"OPC",NA,"F","A1C","L3","CS1910121114","H200.1023"
"F2S4_180924_039_F01","F2S4_180924_039_F01","#D97807",40,"Inh L3-5 SST MAFB","#0066FF",4,"GABAergic","#FFE500",4,"SST",NA,"F","A1C","L3","CS1910121040","H200.1023"
"F2S4_180920_056_H01","F2S4_180920_056_H01","#8BA38D",120,"Micro L1-6 C1QC","#17994B",3,"Non-neuronal","#FF26A8",19,"Microglia",NA,"M","A1C","L4","CS1910121120","H200.1025"
"F2S4_180924_005_A01","F2S4_180924_005_A01","#8B5862",1,"Inh L1 LAMP5 NDNF","#0066FF",4,"GABAergic","#FF7373",1,"LAMP5",NA,"F","A1C","L1","CS1910121001","H200.1023"
"F2S4_180926_016_H01","F2S4_180926_016_H01","#312E27",111,"Astro L1-6 FGFR3 ETNPPL","#17994B",3,"Non-neuronal","#73ABFF",13,"Astrocyte",NA,"M","A1C","L2","CS1910121111","H200.1030"
"F2S4_180924_007_E01","F2S4_180924_007_E01","#8B5862",1,"Inh L1 LAMP5 NDNF","#0066FF",4,"GABAergic","#FF7373",1,"LAMP5",NA,"F","A1C","L1","CS1910121001","H200.1023"
"F2S4_180926_002_H01","F2S4_180926_002_H01","#312E27",111,"Astro L1-6 FGFR3 ETNPPL","#17994B",3,"Non-neuronal","#73ABFF",13,"Astrocyte",NA,"M","A1C","L1","CS1910121111","H200.1030"
"F2S4_180926_032_C01","F2S4_180926_032_C01","#9C28CC",11,"Inh L1-3 PAX6 NABP1","#0066FF",4,"GABAergic","#CC683D",2,"PAX6",NA,"M","A1C","L3","CS1910121011","H200.1030"
"F2S4_180926_009_A01","F2S4_180926_009_A01","#312E27",111,"Astro L1-6 FGFR3 ETNPPL","#17994B",3,"Non-neuronal","#73ABFF",13,"Astrocyte",NA,"M","A1C","L1","CS1910121111","H200.1030"
"F2S4_180926_034_H01","F2S4_180926_034_H01","#604B47",117,"Endo L2-5 CLDN5","#17994B",3,"Non-neuronal","#7F00FF",16,"Endothelial",NA,"M","A1C","L3","CS1910121117","H200.1030"
"F2S4_180926_035_C01","F2S4_180926_035_C01","#21D587",55,"Exc L2-4 RORB GRIK1","#AFCC3D",2,"Glutamatergic","#63992E",6,"L4 IT",NA,"M","A1C","L3","CS1910121055","H200.1030"
"F2S4_180926_065_B01","F2S4_180926_065_B01","#0A75B1",104,"Exc L5 FEZF2 SCN7A","#AFCC3D",2,"Glutamatergic","#1FCCCC",11,"L5 ET",NA,"M","A1C","L4","CS1910121104","H200.1030"
"F2S4_180926_066_H01","F2S4_180926_066_H01","#71AF9A",116,"Oligo L4-6 OPALIN","#17994B",3,"Non-neuronal","#311799",15,"Oligodendrocyte",NA,"M","A1C","L4","CS1910121116","H200.1030"
"F2S4_190123_069_H01","F2S4_190123_069_H01","#2E3E39",114,"OPC L1-6 MYT1","#17994B",3,"Non-neuronal","#3D4BCC",14,"OPC",NA,"M","A1C","L4","CS1910121114","H200.1030"
"F2S4_190123_099_F01","F2S4_190123_099_F01","#996A0E",41,"Inh L4-6 SST MTHFD2P6","#0066FF",4,"GABAergic","#FFE500",4,"SST",NA,"M","A1C","L5","CS1910121041","H200.1030"
"F2S4_181002_087_F01","F2S4_181002_087_F01","#0A75B1",104,"Exc L5 FEZF2 SCN7A","#AFCC3D",2,"Glutamatergic","#1FCCCC",11,"L5 ET",NA,"F","A1C","L5","CS1910121104","H200.1023"
"F2S4_190123_121_H01","F2S4_190123_121_H01","#8BA38D",120,"Micro L1-6 C1QC","#17994B",3,"Non-neuronal","#FF26A8",19,"Microglia",NA,"M","A1C","L6a","CS1910121120","H200.1030"
"F2S4_181002_012_H01","F2S4_181002_012_H01","#71AF9A",116,"Oligo L4-6 OPALIN","#17994B",3,"Non-neuronal","#311799",15,"Oligodendrocyte",NA,"F","A1C","L2","CS1910121116","H200.1023"
"F2S4_181002_065_C01","F2S4_181002_065_C01","#D92D43",52,"Inh L3-4 PVALB HOMER3","#0066FF",4,"GABAergic","#B6CC5C",5,"PVALB",NA,"F","A1C","L4","CS1910121052","H200.1023"
"F2S4_190125_010_H01","F2S4_190125_010_H01","#2E3E39",114,"OPC L1-6 MYT1","#17994B",3,"Non-neuronal","#3D4BCC",14,"OPC",NA,"F","A1C","L2","CS1910121114","H200.1023"
"F2S4_180926_069_H01","F2S4_180926_069_H01","#8BA38D",120,"Micro L1-6 C1QC","#17994B",3,"Non-neuronal","#FF26A8",19,"Microglia",NA,"M","A1C","L4","CS1910121120","H200.1030"
"F2S4_180924_079_F01","F2S4_180924_079_F01","#0A4657",102,"Exc L3-5 FEZF2 ONECUT1","#AFCC3D",2,"Glutamatergic","#1FCCCC",11,"L5 ET",NA,"F","A1C","L5","CS1910121102","H200.1023"
"F2S4_180926_071_C01","F2S4_180926_071_C01","#8E5A63",3,"Inh L1-4 LAMP5 DUSP4","#0066FF",4,"GABAergic","#FF7373",1,"LAMP5",NA,"M","A1C","L4","CS1910121003","H200.1030"
"F2S4_180924_055_C01","F2S4_180924_055_C01","#23D286",58,"Exc L4 RORB CCDC168","#AFCC3D",2,"Glutamatergic","#63992E",6,"L4 IT",NA,"F","A1C","L4","CS1910121058","H200.1023"
"F2S4_180924_058_C01","F2S4_180924_058_C01","#23D286",58,"Exc L4 RORB CCDC168","#AFCC3D",2,"Glutamatergic","#63992E",6,"L4 IT",NA,"F","A1C","L4","CS1910121058","H200.1023"
"F2S4_180924_060_C01","F2S4_180924_060_C01","#24D388",57,"Exc L4 RORB BHLHE22","#AFCC3D",2,"Glutamatergic","#63992E",6,"L4 IT",NA,"F","A1C","L4","CS1910121057","H200.1023"
"F2S4_181002_019_F01","F2S4_181002_019_F01","#00FF34",62,"Exc L2-3 LINC00507 RPL9P17","#AFCC3D",2,"Glutamatergic","#52FF26",7,"IT",NA,"F","A1C","L2","CS1910121062","H200.1023"
"F2S4_181002_020_F01","F2S4_181002_020_F01","#00FF34",62,"Exc L2-3 LINC00507 RPL9P17","#AFCC3D",2,"Glutamatergic","#52FF26",7,"IT",NA,"F","A1C","L2","CS1910121062","H200.1023"
"F2S4_180924_062_C01","F2S4_180924_062_C01","#21D587",55,"Exc L2-4 RORB GRIK1","#AFCC3D",2,"Glutamatergic","#63992E",6,"L4 IT",NA,"F","A1C","L4","CS1910121055","H200.1023"
"F2S4_180924_063_D01","F2S4_180924_063_D01","#E071FF",21,"Inh L1 VIP PCDH20","#0066FF",4,"GABAergic","#996517",3,"VIP",NA,"F","A1C","L4","CS1910121021","H200.1023"
"F2S4_180924_063_G01","F2S4_180924_063_G01","#3DAD5E",107,"Exc L5-6 FEZF2 MYBPHL","#AFCC3D",2,"Glutamatergic","#006B99",12,"L5/6 NP",NA,"F","A1C","L4","CS1910121107","H200.1023"
"F2S4_180926_080_A01","F2S4_180926_080_A01","#3DAD5E",107,"Exc L5-6 FEZF2 MYBPHL","#AFCC3D",2,"Glutamatergic","#006B99",12,"L5/6 NP",NA,"M","A1C","L5","CS1910121107","H200.1030"
"F2S4_180926_081_H01","F2S4_180926_081_H01","#71AF9A",116,"Oligo L4-6 OPALIN","#17994B",3,"Non-neuronal","#311799",15,"Oligodendrocyte",NA,"M","A1C","L5","CS1910121116","H200.1030"
"F2S4_180924_068_G01","F2S4_180924_068_G01","#D97807",40,"Inh L3-5 SST MAFB","#0066FF",4,"GABAergic","#FFE500",4,"SST",NA,"F","A1C","L4","CS1910121040","H200.1023"
"F2S4_181002_031_G01","F2S4_181002_031_G01","#EA2C44",49,"Inh L2-4 PVALB C8orf4","#0066FF",4,"GABAergic","#B6CC5C",5,"PVALB",NA,"F","A1C","L3","CS1910121049","H200.1023"
"F2S4_180924_071_G01","F2S4_180924_071_G01","#D92D43",52,"Inh L3-4 PVALB HOMER3","#0066FF",4,"GABAergic","#B6CC5C",5,"PVALB",NA,"F","A1C","L4","CS1910121052","H200.1023"
"F2S4_180924_098_C01","F2S4_180924_098_C01","#7D49B7",99,"Exc L6 FEZF2 P4HA3","#AFCC3D",2,"Glutamatergic","#4DFFC9",10,"L6b",NA,"F","A1C","L6a","CS1910121099","H200.1023"
"F2S4_181002_032_D01","F2S4_181002_032_D01","#D62866",53,"Inh L1-6 PVALB SCUBE3","#0066FF",4,"GABAergic","#B6CC5C",5,"PVALB",NA,"F","A1C","L3","CS1910121053","H200.1023"
"F2S4_181002_034_C01","F2S4_181002_034_C01","#33AD5C",66,"Exc L3-4 RORB FOLH1B","#AFCC3D",2,"Glutamatergic","#52FF26",7,"IT",NA,"F","A1C","L3","CS1910121066","H200.1023"
"F2S4_181002_035_C01","F2S4_181002_035_C01","#AC6FC5",26,"Inh L1-3 VIP SSTR1","#0066FF",4,"GABAergic","#996517",3,"VIP",NA,"F","A1C","L3","CS1910121026","H200.1023"
"F2S4_181002_035_H01","F2S4_181002_035_H01","#8BA38D",120,"Micro L1-6 C1QC","#17994B",3,"Non-neuronal","#FF26A8",19,"Microglia",NA,"F","A1C","L3","CS1910121120","H200.1023"
"F2S4_181002_036_F01","F2S4_181002_036_F01","#8E5A63",3,"Inh L1-4 LAMP5 DUSP4","#0066FF",4,"GABAergic","#FF7373",1,"LAMP5",NA,"F","A1C","L3","CS1910121003","H200.1023"
"F2S4_180924_101_A01","F2S4_180924_101_A01","#3DAD5E",107,"Exc L5-6 FEZF2 MYBPHL","#AFCC3D",2,"Glutamatergic","#006B99",12,"L5/6 NP",NA,"F","A1C","L6a","CS1910121107","H200.1023"
"F2S4_180924_115_G01","F2S4_180924_115_G01","#7D45B8",101,"Exc L6 FEZF2 TBCC","#AFCC3D",2,"Glutamatergic","#4DFFC9",10,"L6b",NA,"F","A1C","WM","CS1910121101","H200.1023"
"F2S4_180926_041_H01","F2S4_180926_041_H01","#2E3E39",114,"OPC L1-6 MYT1","#17994B",3,"Non-neuronal","#3D4BCC",14,"OPC",NA,"M","A1C","L3","CS1910121114","H200.1030"
"F2S4_190125_024_G01","F2S4_190125_024_G01","#D97807",40,"Inh L3-5 SST MAFB","#0066FF",4,"GABAergic","#FFE500",4,"SST",NA,"F","A1C","L2","CS1910121040","H200.1023"
"F2S4_190125_024_H01","F2S4_190125_024_H01","#2E3E39",114,"OPC L1-6 MYT1","#17994B",3,"Non-neuronal","#3D4BCC",14,"OPC",NA,"F","A1C","L2","CS1910121114","H200.1023"
"F2S4_190125_094_G01","F2S4_190125_094_G01","#A77B6E",119,"Peri L1-6 MUSTN1","#17994B",3,"Non-neuronal","#992E8E",18,"Pericyte",NA,"F","A1C","L5","CS1910121119","H200.1023"
"F2S4_190125_117_A01","F2S4_190125_117_A01","#7F48B8",100,"Exc L6 FEZF2 SLITRK6","#AFCC3D",2,"Glutamatergic","#4DFFC9",10,"L6b",NA,"F","A1C","WM","CS1910121100","H200.1023"
"F2S4_190125_118_E01","F2S4_190125_118_E01","#7F48B8",100,"Exc L6 FEZF2 SLITRK6","#AFCC3D",2,"Glutamatergic","#4DFFC9",10,"L6b",NA,"F","A1C","WM","CS1910121100","H200.1023"
"F2S4_190123_056_H01","F2S4_190123_056_H01","#71AF9A",116,"Oligo L4-6 OPALIN","#17994B",3,"Non-neuronal","#311799",15,"Oligodendrocyte",NA,"M","A1C","L4","CS1910121116","H200.1030"
"F2S4_190123_062_H01","F2S4_190123_062_H01","#8BA38D",120,"Micro L1-6 C1QC","#17994B",3,"Non-neuronal","#FF26A8",19,"Microglia",NA,"M","A1C","L4","CS1910121120","H200.1030"
"F2S4_190123_076_F01","F2S4_190123_076_F01","#B563CC",30,"Inh L1-4 VIP CHRNA2","#0066FF",4,"GABAergic","#996517",3,"VIP",NA,"M","A1C","L4","CS1910121030","H200.1030"
"F2S4_181002_050_H01","F2S4_181002_050_H01","#2E3E39",114,"OPC L1-6 MYT1","#17994B",3,"Non-neuronal","#3D4BCC",14,"OPC",NA,"F","A1C","L3","CS1910121114","H200.1023"
"F2S4_190123_084_F01","F2S4_190123_084_F01","#21D587",55,"Exc L2-4 RORB GRIK1","#AFCC3D",2,"Glutamatergic","#63992E",6,"L4 IT",NA,"M","A1C","L4","CS1910121055","H200.1030"
"F2S4_190125_001_C01","F2S4_190125_001_C01","#A6666F",9,"Inh L1 PAX6 CA4","#0066FF",4,"GABAergic","#CC683D",2,"PAX6",NA,"F","A1C","L1","CS1910121009","H200.1023"
"F2S4_190123_085_B01","F2S4_190123_085_B01","#8E5A63",3,"Inh L1-4 LAMP5 DUSP4","#0066FF",4,"GABAergic","#FF7373",1,"LAMP5",NA,"M","A1C","L4","CS1910121003","H200.1030"
"F2S4_190123_086_A01","F2S4_190123_086_A01","#D26AE6",33,"Inh L2-4 VIP DSEL","#0066FF",4,"GABAergic","#996517",3,"VIP",NA,"M","A1C","L4","CS1910121033","H200.1030"
"F2S4_190125_063_B01","F2S4_190125_063_B01","#21D587",55,"Exc L2-4 RORB GRIK1","#AFCC3D",2,"Glutamatergic","#63992E",6,"L4 IT",NA,"F","A1C","L4","CS1910121055","H200.1023"
"F2S4_190125_102_D01","F2S4_190125_102_D01","#174ABE",98,"Exc L6 FEZF2 KRT17","#AFCC3D",2,"Glutamatergic","#4DFFC9",10,"L6b",NA,"F","A1C","L6a","CS1910121098","H200.1023"
"F2S4_190125_103_E01","F2S4_190125_103_E01","#520DBB",90,"Exc L5-6 THEMIS GPR21","#AFCC3D",2,"Glutamatergic","#00CC14",8,"L5/6 IT Car3",NA,"F","A1C","L6a","CS1910121090","H200.1023"
"F2S4_190125_006_G01","F2S4_190125_006_G01","#8BA38D",120,"Micro L1-6 C1QC","#17994B",3,"Non-neuronal","#FF26A8",19,"Microglia",NA,"F","A1C","L1","CS1910121120","H200.1023"
"F2S4_190125_015_H01","F2S4_190125_015_H01","#8BA38D",120,"Micro L1-6 C1QC","#17994B",3,"Non-neuronal","#FF26A8",19,"Microglia",NA,"F","A1C","L2","CS1910121120","H200.1023"
"F2S4_190125_016_H01","F2S4_190125_016_H01","#2E3E39",114,"OPC L1-6 MYT1","#17994B",3,"Non-neuronal","#3D4BCC",14,"OPC",NA,"F","A1C","L2","CS1910121114","H200.1023"
"F2S4_190125_111_F01","F2S4_190125_111_F01","#5494B3",94,"Exc L6 FEZF2 FAM95C","#AFCC3D",2,"Glutamatergic","#459967",9,"L6 CT",NA,"F","A1C","L6b","CS1910121094","H200.1023"
"F2S4_190206_039_D01","F2S4_190206_039_D01","#0E9797",67,"Exc L3-4 RORB SEMA6D","#AFCC3D",2,"Glutamatergic","#52FF26",7,"IT",NA,"F","A1C","L3","CS1910121067","H200.1023"
"F2S4_190206_086_E01","F2S4_190206_086_E01","#3DAD5E",107,"Exc L5-6 FEZF2 MYBPHL","#AFCC3D",2,"Glutamatergic","#006B99",12,"L5/6 NP",NA,"F","A1C","L5","CS1910121107","H200.1023"
"F2S4_190206_108_H01","F2S4_190206_108_H01","#604B47",117,"Endo L2-5 CLDN5","#17994B",3,"Non-neuronal","#7F00FF",16,"Endothelial",NA,"F","A1C","L5","CS1910121117","H200.1023"
"F2S4_190206_043_H01","F2S4_190206_043_H01","#2E3E39",114,"OPC L1-6 MYT1","#17994B",3,"Non-neuronal","#3D4BCC",14,"OPC",NA,"F","A1C","L3","CS1910121114","H200.1023"
"F2S4_190206_092_B01","F2S4_190206_092_B01","#996A0E",41,"Inh L4-6 SST MTHFD2P6","#0066FF",4,"GABAergic","#FFE500",4,"SST",NA,"F","A1C","L5","CS1910121041","H200.1023"
"F2S4_190206_092_E01","F2S4_190206_092_E01","#520DBB",90,"Exc L5-6 THEMIS GPR21","#AFCC3D",2,"Glutamatergic","#00CC14",8,"L5/6 IT Car3",NA,"F","A1C","L5","CS1910121090","H200.1023"
"F2S4_190206_092_F01","F2S4_190206_092_F01","#3DAD5E",107,"Exc L5-6 FEZF2 MYBPHL","#AFCC3D",2,"Glutamatergic","#006B99",12,"L5/6 NP",NA,"F","A1C","L5","CS1910121107","H200.1023"
"F2S4_190206_125_F01","F2S4_190206_125_F01","#174ABE",98,"Exc L6 FEZF2 KRT17","#AFCC3D",2,"Glutamatergic","#4DFFC9",10,"L6b",NA,"F","A1C","L6a","CS1910121098","H200.1023"
"F2S4_190206_126_D01","F2S4_190206_126_D01","#174ABE",98,"Exc L6 FEZF2 KRT17","#AFCC3D",2,"Glutamatergic","#4DFFC9",10,"L6b",NA,"F","A1C","L6a","CS1910121098","H200.1023"
"F2S4_190206_127_G01","F2S4_190206_127_G01","#174ABE",98,"Exc L6 FEZF2 KRT17","#AFCC3D",2,"Glutamatergic","#4DFFC9",10,"L6b",NA,"F","A1C","L6a","CS1910121098","H200.1023"
"F2S4_190206_093_H01","F2S4_190206_093_H01","#312E27",111,"Astro L1-6 FGFR3 ETNPPL","#17994B",3,"Non-neuronal","#73ABFF",13,"Astrocyte",NA,"F","A1C","L5","CS1910121111","H200.1023"
"F2S4_190206_128_B01","F2S4_190206_128_B01","#A63827",47,"Inh L5-6 PVALB STON2","#0066FF",4,"GABAergic","#B6CC5C",5,"PVALB",NA,"F","A1C","L6a","CS1910121047","H200.1023"
"F2S4_190206_130_E01","F2S4_190206_130_E01","#174ABE",98,"Exc L6 FEZF2 KRT17","#AFCC3D",2,"Glutamatergic","#4DFFC9",10,"L6b",NA,"F","A1C","L6a","CS1910121098","H200.1023"
"F2S4_190206_121_C01","F2S4_190206_121_C01","#510BBB",89,"Exc L6 THEMIS C6orf48","#AFCC3D",2,"Glutamatergic","#00CC14",8,"L5/6 IT Car3",NA,"F","A1C","L5","CS1910121089","H200.1023"
"F2S4_190206_122_F01","F2S4_190206_122_F01","#520DBB",90,"Exc L5-6 THEMIS GPR21","#AFCC3D",2,"Glutamatergic","#00CC14",8,"L5/6 IT Car3",NA,"F","A1C","L5","CS1910121090","H200.1023"
"F2S4_190207_078_G01","F2S4_190207_078_G01","#0A4657",102,"Exc L3-5 FEZF2 ONECUT1","#AFCC3D",2,"Glutamatergic","#1FCCCC",11,"L5 ET",NA,"M","A1C","L4","CS1910121102","H200.1030"
"F2S4_190206_123_B01","F2S4_190206_123_B01","#510BBB",89,"Exc L6 THEMIS C6orf48","#AFCC3D",2,"Glutamatergic","#00CC14",8,"L5/6 IT Car3",NA,"F","A1C","L5","CS1910121089","H200.1023"
"F2S4_190206_124_C01","F2S4_190206_124_C01","#296B98",95,"Exc L6 FEZF2 CPZ","#AFCC3D",2,"Glutamatergic","#459967",9,"L6 CT",NA,"F","A1C","L5","CS1910121095","H200.1023"
"F2S4_190207_080_B01","F2S4_190207_080_B01","#31B6B1",77,"Exc L3-5 RORB CMAHP","#AFCC3D",2,"Glutamatergic","#52FF26",7,"IT",NA,"M","A1C","L4","CS1910121077","H200.1030"
"F2S4_190207_081_H01","F2S4_190207_081_H01","#8BA38D",120,"Micro L1-6 C1QC","#17994B",3,"Non-neuronal","#FF26A8",19,"Microglia",NA,"M","A1C","L4","CS1910121120","H200.1030"
"F2S4_190206_113_H01","F2S4_190206_113_H01","#8BA38D",120,"Micro L1-6 C1QC","#17994B",3,"Non-neuronal","#FF26A8",19,"Microglia",NA,"F","A1C","L5","CS1910121120","H200.1023"
"F2S4_190206_068_B01","F2S4_190206_068_B01","#A33527",48,"Inh L5 PVALB CNTNAP3P2","#0066FF",4,"GABAergic","#B6CC5C",5,"PVALB",NA,"F","A1C","L4","CS1910121048","H200.1023"
"F2S4_190206_083_F01","F2S4_190206_083_F01","#EA2C44",49,"Inh L2-4 PVALB C8orf4","#0066FF",4,"GABAergic","#B6CC5C",5,"PVALB",NA,"F","A1C","L4","CS1910121049","H200.1023"
"F2S4_190206_114_H01","F2S4_190206_114_H01","#2E3E39",114,"OPC L1-6 MYT1","#17994B",3,"Non-neuronal","#3D4BCC",14,"OPC",NA,"F","A1C","L5","CS1910121114","H200.1023"
"F2S4_190206_095_B01","F2S4_190206_095_B01","#3DAD5E",107,"Exc L5-6 FEZF2 MYBPHL","#AFCC3D",2,"Glutamatergic","#006B99",12,"L5/6 NP",NA,"F","A1C","L5","CS1910121107","H200.1023"
"F2S4_190206_117_B01","F2S4_190206_117_B01","#3DAD5E",107,"Exc L5-6 FEZF2 MYBPHL","#AFCC3D",2,"Glutamatergic","#006B99",12,"L5/6 NP",NA,"F","A1C","L5","CS1910121107","H200.1023"
"F2S4_190206_118_F01","F2S4_190206_118_F01","#510BBB",89,"Exc L6 THEMIS C6orf48","#AFCC3D",2,"Glutamatergic","#00CC14",8,"L5/6 IT Car3",NA,"F","A1C","L5","CS1910121089","H200.1023"
"F2S4_190206_074_F01","F2S4_190206_074_F01","#A33527",48,"Inh L5 PVALB CNTNAP3P2","#0066FF",4,"GABAergic","#B6CC5C",5,"PVALB",NA,"F","A1C","L4","CS1910121048","H200.1023"
"F2S4_190206_075_A01","F2S4_190206_075_A01","#D97807",40,"Inh L3-5 SST MAFB","#0066FF",4,"GABAergic","#FFE500",4,"SST",NA,"F","A1C","L4","CS1910121040","H200.1023"
"F2S4_190206_099_B01","F2S4_190206_099_B01","#9C28CC",11,"Inh L1-3 PAX6 NABP1","#0066FF",4,"GABAergic","#CC683D",2,"PAX6",NA,"F","A1C","L5","CS1910121011","H200.1023"
"F2S4_190207_057_H01","F2S4_190207_057_H01","#71AF9A",116,"Oligo L4-6 OPALIN","#17994B",3,"Non-neuronal","#311799",15,"Oligodendrocyte",NA,"M","A1C","L3","CS1910121116","H200.1030"
"F2S4_190206_078_G01","F2S4_190206_078_G01","#23D385",79,"Exc L4-5 RORB LINC01474","#AFCC3D",2,"Glutamatergic","#52FF26",7,"IT",NA,"F","A1C","L4","CS1910121079","H200.1023"
"F2S4_190206_078_H01","F2S4_190206_078_H01","#604B47",117,"Endo L2-5 CLDN5","#17994B",3,"Non-neuronal","#7F00FF",16,"Endothelial",NA,"F","A1C","L4","CS1910121117","H200.1023"
