gene_symbol,feature_is_filtered,feature_name,feature_reference,feature_biotype
ENSG00000234168,FALSE,LINC01039,NCBITaxon:9606,gene
ENSG00000234169,FALSE,LINC01868,NCBITaxon:9606,gene
ENSG00000234170,FALSE,LINC02645,NCBITaxon:9606,gene
ENSG00000234171,FALSE,RNASEH1-AS1,NCBITaxon:9606,gene
ENSG00000234172,FALSE,AC093639.1,NCBITaxon:9606,gene
ENSG00000234173,FALSE,RP11-257I14.1,NCBITaxon:9606,gene
ENSG00000234174,FALSE,AC016683.5,NCBITaxon:9606,gene
ENSG00000234177,FALSE,LINC01114,NCBITaxon:9606,gene
ENSG00000234181,FALSE,RP11-182N22.8,NCBITaxon:9606,gene
ENSG00000234182,FALSE,RP11-118K6.2,NCBITaxon:9606,gene
ENSG00000234183,FALSE,LINC01952,NCBITaxon:9606,gene
ENSG00000234184,FALSE,LINC01781,NCBITaxon:9606,gene
ENSG00000234185,FALSE,RP5-1132H15.1,NCBITaxon:9606,gene
ENSG00000234186,FALSE,C16orf82,NCBITaxon:9606,gene
ENSG00000234190,FALSE,RP11-433J22.3,NCBITaxon:9606,gene
ENSG00000234191,FALSE,LINC01283,NCBITaxon:9606,gene
ENSG00000234193,FALSE,ACSL3-AS1,NCBITaxon:9606,gene
ENSG00000234197,FALSE,ETV5-AS1,NCBITaxon:9606,gene
ENSG00000234199,FALSE,LINC01191,NCBITaxon:9606,gene
ENSG00000234203,FALSE,RP5-1050D4.2,NCBITaxon:9606,gene
ENSG00000234206,FALSE,RP1-67A8.3,NCBITaxon:9606,gene
ENSG00000234207,FALSE,LINC01830_ENSG00000234207,NCBITaxon:9606,gene
ENSG00000234208,FALSE,CTA-256D12.11,NCBITaxon:9606,gene
ENSG00000234210,FALSE,AC006372.4,NCBITaxon:9606,gene
ENSG00000234211,FALSE,RP11-25K21.1,NCBITaxon:9606,gene
ENSG00000234215,FALSE,CT66,NCBITaxon:9606,gene
ENSG00000234222,FALSE,LIX1L-AS1,NCBITaxon:9606,gene
ENSG00000234223,FALSE,AC003988.1,NCBITaxon:9606,gene
ENSG00000234224,FALSE,TMEM229A,NCBITaxon:9606,gene
ENSG00000234225,FALSE,RP4-704D21.2,NCBITaxon:9606,gene
ENSG00000234230,FALSE,ZFX-AS1,NCBITaxon:9606,gene
ENSG00000234233,FALSE,KCNH1-IT1,NCBITaxon:9606,gene
ENSG00000234235,FALSE,BOK-AS1,NCBITaxon:9606,gene
ENSG00000234238,FALSE,RP11-430L16.1,NCBITaxon:9606,gene
ENSG00000234244,FALSE,RP11-139J15.5,NCBITaxon:9606,gene
ENSG00000234255,FALSE,AC012370.3,NCBITaxon:9606,gene
ENSG00000234261,FALSE,RP11-146I2.1,NCBITaxon:9606,gene
ENSG00000234263,FALSE,MAP3K5-AS1,NCBITaxon:9606,gene
ENSG00000234264,FALSE,DEPDC1-AS1,NCBITaxon:9606,gene
ENSG00000234265,FALSE,LINC01723,NCBITaxon:9606,gene
ENSG00000234273,FALSE,AC073071.1,NCBITaxon:9606,gene
ENSG00000234275,FALSE,AC017053.1,NCBITaxon:9606,gene
ENSG00000234277,FALSE,LINC01641,NCBITaxon:9606,gene
ENSG00000234278,FALSE,PRR20E,NCBITaxon:9606,gene
ENSG00000234279,FALSE,LINC01937,NCBITaxon:9606,gene
ENSG00000234281,FALSE,LANCL1-AS1,NCBITaxon:9606,gene
ENSG00000234283,FALSE,LINC01731,NCBITaxon:9606,gene
ENSG00000234284,FALSE,ZNF879,NCBITaxon:9606,gene
ENSG00000234286,FALSE,AC006026.13,NCBITaxon:9606,gene
ENSG00000234289,FALSE,H2BS1,NCBITaxon:9606,gene
ENSG00000234292,FALSE,RP11-213H15.1,NCBITaxon:9606,gene
ENSG00000234293,FALSE,BACH1-IT3,NCBITaxon:9606,gene
ENSG00000234296,FALSE,RP13-16H11.7,NCBITaxon:9606,gene
ENSG00000234300,FALSE,LINC00229,NCBITaxon:9606,gene
ENSG00000234303,FALSE,CLYBL-AS1,NCBITaxon:9606,gene
ENSG00000234306,FALSE,RP11-271F18.1,NCBITaxon:9606,gene
ENSG00000234308,FALSE,LINC01878,NCBITaxon:9606,gene
ENSG00000234311,FALSE,RP11-432J24.3,NCBITaxon:9606,gene
ENSG00000234318,FALSE,RP4-771M4.3,NCBITaxon:9606,gene
ENSG00000234323,FALSE,LINC01505,NCBITaxon:9606,gene
ENSG00000234327,FALSE,ZNF232-AS1,NCBITaxon:9606,gene
ENSG00000234336,FALSE,JAZF1-AS1,NCBITaxon:9606,gene
ENSG00000234350,FALSE,AC007405.4,NCBITaxon:9606,gene
ENSG00000234352,FALSE,AC009264.1,NCBITaxon:9606,gene
ENSG00000234361,FALSE,RP11-52J3.3,NCBITaxon:9606,gene
ENSG00000234362,FALSE,LINC01914,NCBITaxon:9606,gene
ENSG00000234377,FALSE,OBI1-AS1,NCBITaxon:9606,gene
ENSG00000234378,FALSE,AC098828.2,NCBITaxon:9606,gene
ENSG00000234380,FALSE,LINC01426,NCBITaxon:9606,gene
ENSG00000234384,FALSE,LINC01049,NCBITaxon:9606,gene
ENSG00000234387,FALSE,RP11-340I6.1,NCBITaxon:9606,gene
ENSG00000234389,FALSE,AC007278.3,NCBITaxon:9606,gene
ENSG00000234390,FALSE,USP27X-DT,NCBITaxon:9606,gene
ENSG00000234393,FALSE,RP11-211N11.5,NCBITaxon:9606,gene
ENSG00000234394,FALSE,RP11-561O23.5,NCBITaxon:9606,gene
ENSG00000234396,FALSE,RP11-181G12.4,NCBITaxon:9606,gene
ENSG00000234405,FALSE,LL0XNC01-250H12.3,NCBITaxon:9606,gene
ENSG00000234409,FALSE,CCDC188,NCBITaxon:9606,gene
ENSG00000234414,FALSE,RBMY1A1,NCBITaxon:9606,gene
ENSG00000234418,FALSE,RP11-560I19.1,NCBITaxon:9606,gene
ENSG00000234423,FALSE,LINC01250,NCBITaxon:9606,gene
ENSG00000234425,FALSE,RP11-528G1.2,NCBITaxon:9606,gene
ENSG00000234426,FALSE,RP11-459O1.2,NCBITaxon:9606,gene
ENSG00000234427,FALSE,RP3-413H6.2,NCBITaxon:9606,gene
ENSG00000234428,FALSE,RP11-666F17.1,NCBITaxon:9606,gene
ENSG00000234431,FALSE,AC007283.5,NCBITaxon:9606,gene
ENSG00000234432,FALSE,RP11-1275H24.1,NCBITaxon:9606,gene
ENSG00000234435,FALSE,LINC01432,NCBITaxon:9606,gene
ENSG00000234438,FALSE,KBTBD13,NCBITaxon:9606,gene
ENSG00000234444,FALSE,ZNF736,NCBITaxon:9606,gene
ENSG00000234445,FALSE,FGF14-AS1,NCBITaxon:9606,gene
ENSG00000234446,FALSE,AC068489.1,NCBITaxon:9606,gene
ENSG00000234452,FALSE,SLC16A12-AS1,NCBITaxon:9606,gene
ENSG00000234455,FALSE,AC067960.1,NCBITaxon:9606,gene
ENSG00000234456,FALSE,MAGI2-AS3,NCBITaxon:9606,gene
ENSG00000234459,FALSE,AC002064.4,NCBITaxon:9606,gene
ENSG00000234464,FALSE,RP11-136B18.2,NCBITaxon:9606,gene
ENSG00000234465,FALSE,PINLYP,NCBITaxon:9606,gene
ENSG00000234469,FALSE,CLDN34,NCBITaxon:9606,gene
ENSG00000234471,FALSE,AC147651.1,NCBITaxon:9606,gene
ENSG00000234474,FALSE,MIR3663HG,NCBITaxon:9606,gene
ENSG00000234476,FALSE,LINC02765,NCBITaxon:9606,gene
ENSG00000234477,FALSE,AC004231.2,NCBITaxon:9606,gene
ENSG00000234478,FALSE,ACBD3-AS1,NCBITaxon:9606,gene
ENSG00000234481,FALSE,RP4-614N24.1,NCBITaxon:9606,gene
ENSG00000234484,FALSE,RP1-55C23.7,NCBITaxon:9606,gene
ENSG00000234492,FALSE,RPL34-DT,NCBITaxon:9606,gene
ENSG00000234494,FALSE,SP2-AS1,NCBITaxon:9606,gene
ENSG00000234497,FALSE,ERICH3-AS1,NCBITaxon:9606,gene
ENSG00000234503,FALSE,KB-1592A4.14,NCBITaxon:9606,gene
ENSG00000234504,FALSE,RP11-285G1.2,NCBITaxon:9606,gene
ENSG00000234506,FALSE,LINC01506,NCBITaxon:9606,gene
ENSG00000234509,FALSE,AP000253.1,NCBITaxon:9606,gene
ENSG00000234511,FALSE,C5orf58,NCBITaxon:9606,gene
ENSG00000234519,FALSE,RP3-495K2.1,NCBITaxon:9606,gene
ENSG00000234520,FALSE,HRAT17,NCBITaxon:9606,gene
ENSG00000234527,FALSE,PCDH9-AS1,NCBITaxon:9606,gene
ENSG00000234535,FALSE,RP11-37L2.1,NCBITaxon:9606,gene
ENSG00000234540,FALSE,RP3-448I9.1,NCBITaxon:9606,gene
ENSG00000234542,FALSE,RP11-282I1.2,NCBITaxon:9606,gene
ENSG00000234545,FALSE,FAM133B,NCBITaxon:9606,gene
ENSG00000234546,FALSE,LNCTAM34A,NCBITaxon:9606,gene
ENSG00000234548,FALSE,LINC02020,NCBITaxon:9606,gene
ENSG00000234551,FALSE,LINC01309,NCBITaxon:9606,gene
ENSG00000234553,FALSE,AC022431.3,NCBITaxon:9606,gene
ENSG00000234556,FALSE,LINC00701,NCBITaxon:9606,gene
ENSG00000234560,FALSE,OR10G8,NCBITaxon:9606,gene
ENSG00000234567,FALSE,RP1-283K11.2,NCBITaxon:9606,gene
ENSG00000234572,FALSE,LINC01800,NCBITaxon:9606,gene
ENSG00000234577,FALSE,SYNE1-AS1,NCBITaxon:9606,gene
ENSG00000234578,FALSE,RP4-784A16.1,NCBITaxon:9606,gene
ENSG00000234579,FALSE,AC009305.1,NCBITaxon:9606,gene
ENSG00000234580,FALSE,RP11-733D4.1,NCBITaxon:9606,gene
ENSG00000234584,FALSE,AC019186.1,NCBITaxon:9606,gene
ENSG00000234593,FALSE,KAZN-AS1,NCBITaxon:9606,gene
ENSG00000234595,FALSE,AC013733.3,NCBITaxon:9606,gene
ENSG00000234597,FALSE,AC010096.1,NCBITaxon:9606,gene
ENSG00000234601,FALSE,CHRM3-AS1,NCBITaxon:9606,gene
ENSG00000234602,FALSE,MCIDAS,NCBITaxon:9606,gene
ENSG00000234608,FALSE,MAPKAPK5-AS1,NCBITaxon:9606,gene
ENSG00000234613,FALSE,RP5-1158E12.1,NCBITaxon:9606,gene
ENSG00000234614,FALSE,C2CD4D-AS1,NCBITaxon:9606,gene
ENSG00000234616,FALSE,JRK,NCBITaxon:9606,gene
ENSG00000234617,FALSE,SNRK-AS1,NCBITaxon:9606,gene
ENSG00000234622,FALSE,RP13-297E16.5,NCBITaxon:9606,gene
ENSG00000234625,FALSE,LINC00380,NCBITaxon:9606,gene
ENSG00000234626,FALSE,RP1-149A16.12,NCBITaxon:9606,gene
ENSG00000234630,FALSE,LL22NC03-2H8.4,NCBITaxon:9606,gene
ENSG00000234634,FALSE,LINC02093,NCBITaxon:9606,gene
ENSG00000234636,FALSE,MED14OS,NCBITaxon:9606,gene
ENSG00000234638,FALSE,AC053503.6,NCBITaxon:9606,gene
ENSG00000234640,FALSE,RP11-264E18.1,NCBITaxon:9606,gene
ENSG00000234646,FALSE,RP4-753D10.3,NCBITaxon:9606,gene
ENSG00000234647,FALSE,RP11-503C24.4,NCBITaxon:9606,gene
ENSG00000234650,FALSE,PCCA-AS1,NCBITaxon:9606,gene
ENSG00000234653,FALSE,LRRTM4-AS1,NCBITaxon:9606,gene
ENSG00000234660,FALSE,LINC00440,NCBITaxon:9606,gene
ENSG00000234661,FALSE,CHL1-AS1,NCBITaxon:9606,gene
ENSG00000234663,FALSE,LINC01934,NCBITaxon:9606,gene
ENSG00000234665,FALSE,LERFS,NCBITaxon:9606,gene
ENSG00000234675,FALSE,RP11-242F11.2,NCBITaxon:9606,gene
ENSG00000234676,FALSE,IFT74-AS1,NCBITaxon:9606,gene
ENSG00000234677,FALSE,RP11-285A18.2,NCBITaxon:9606,gene
ENSG00000234678,FALSE,ELF3-AS1,NCBITaxon:9606,gene
ENSG00000234684,FALSE,SDCBP2-AS1,NCBITaxon:9606,gene
ENSG00000234686,FALSE,AC010971.1,NCBITaxon:9606,gene
ENSG00000234688,FALSE,RP1-293L6.1,NCBITaxon:9606,gene
ENSG00000234690,FALSE,EPCAM-DT,NCBITaxon:9606,gene
ENSG00000234692,FALSE,RP11-445L6.3,NCBITaxon:9606,gene
ENSG00000234693,FALSE,RIPOR3-AS1,NCBITaxon:9606,gene
ENSG00000234694,FALSE,RP1-92O14.3,NCBITaxon:9606,gene
ENSG00000234695,FALSE,TFPI2-DT,NCBITaxon:9606,gene
ENSG00000234696,FALSE,GPR50-AS1,NCBITaxon:9606,gene
ENSG00000234698,FALSE,RP11-112L6.2,NCBITaxon:9606,gene
ENSG00000234699,FALSE,RP11-225H22.4,NCBITaxon:9606,gene
ENSG00000234703,FALSE,AF015262.2,NCBITaxon:9606,gene
ENSG00000234705,FALSE,HMGA1P4,NCBITaxon:9606,gene
ENSG00000234707,FALSE,SEC61G-DT,NCBITaxon:9606,gene
ENSG00000234710,FALSE,AC060834.3,NCBITaxon:9606,gene
ENSG00000234712,FALSE,RP11-143G3.1,NCBITaxon:9606,gene
ENSG00000234714,FALSE,AC009965.2,NCBITaxon:9606,gene
ENSG00000234715,FALSE,CTB-107G13.1,NCBITaxon:9606,gene
ENSG00000234717,FALSE,TMEM212-AS1,NCBITaxon:9606,gene
ENSG00000234719,FALSE,NPIPB2,NCBITaxon:9606,gene
ENSG00000234721,FALSE,LINC02092,NCBITaxon:9606,gene
ENSG00000234722,FALSE,LINC01287,NCBITaxon:9606,gene
ENSG00000234730,FALSE,AF241725.4,NCBITaxon:9606,gene
ENSG00000234736,FALSE,FAM170B-AS1,NCBITaxon:9606,gene
ENSG00000234740,FALSE,RP11-272P10.2,NCBITaxon:9606,gene
ENSG00000234741,FALSE,GAS5,NCBITaxon:9606,gene
ENSG00000234745,FALSE,HLA-B,NCBITaxon:9606,gene
ENSG00000234752,FALSE,LINC02676,NCBITaxon:9606,gene
ENSG00000234753,FALSE,FOXP4-AS1,NCBITaxon:9606,gene
ENSG00000234754,FALSE,LINC02817,NCBITaxon:9606,gene
ENSG00000234756,FALSE,LINC02621,NCBITaxon:9606,gene
ENSG00000234758,FALSE,AC034228.4,NCBITaxon:9606,gene
ENSG00000234763,FALSE,RP11-203H2.2,NCBITaxon:9606,gene
ENSG00000234766,FALSE,LINC01496,NCBITaxon:9606,gene
ENSG00000234767,FALSE,LINC01052,NCBITaxon:9606,gene
ENSG00000234768,FALSE,RP11-503C24.1,NCBITaxon:9606,gene
ENSG00000234771,FALSE,SLC25A25-AS1,NCBITaxon:9606,gene
ENSG00000234772,FALSE,LINC00412,NCBITaxon:9606,gene
ENSG00000234775,FALSE,RP11-335O13.7,NCBITaxon:9606,gene
ENSG00000234776,FALSE,C11orf94,NCBITaxon:9606,gene
ENSG00000234777,FALSE,LINC02529,NCBITaxon:9606,gene
ENSG00000234779,FALSE,BNC2-AS1,NCBITaxon:9606,gene
ENSG00000234781,FALSE,LINC01103,NCBITaxon:9606,gene
ENSG00000234787,FALSE,LINC00458,NCBITaxon:9606,gene
ENSG00000234789,FALSE,RP11-483H20.4,NCBITaxon:9606,gene
ENSG00000234791,FALSE,AC108448.3,NCBITaxon:9606,gene
ENSG00000234793,FALSE,AC114730.7,NCBITaxon:9606,gene
ENSG00000234796,FALSE,AC113607.3,NCBITaxon:9606,gene
ENSG00000234807,FALSE,LINC01135,NCBITaxon:9606,gene
ENSG00000234810,FALSE,RP11-90C4.1,NCBITaxon:9606,gene
ENSG00000234817,FALSE,ECI2-DT,NCBITaxon:9606,gene
ENSG00000234818,FALSE,AC092687.5,NCBITaxon:9606,gene
ENSG00000234826,FALSE,AC003084.2,NCBITaxon:9606,gene
ENSG00000234828,FALSE,IQCM,NCBITaxon:9606,gene
ENSG00000234829,FALSE,IFNA17,NCBITaxon:9606,gene
ENSG00000234832,FALSE,NXT1-AS1,NCBITaxon:9606,gene
ENSG00000234840,FALSE,LINC01239,NCBITaxon:9606,gene
ENSG00000234848,FALSE,CTD-3105H18.7,NCBITaxon:9606,gene
ENSG00000234854,FALSE,LINC00676,NCBITaxon:9606,gene
ENSG00000234855,FALSE,SLIT1-AS1,NCBITaxon:9606,gene
ENSG00000234859,FALSE,AC003958.2,NCBITaxon:9606,gene
ENSG00000234860,FALSE,RP11-547C13.1,NCBITaxon:9606,gene
ENSG00000234862,FALSE,RP5-1097P24.1,NCBITaxon:9606,gene
ENSG00000234864,FALSE,LINC02632,NCBITaxon:9606,gene
ENSG00000234869,FALSE,RP3-439F8.1,NCBITaxon:9606,gene
ENSG00000234877,FALSE,AC092660.1,NCBITaxon:9606,gene
ENSG00000234880,FALSE,LINC00163,NCBITaxon:9606,gene
ENSG00000234883,FALSE,MIR155HG,NCBITaxon:9606,gene
ENSG00000234884,FALSE,CTA-407F11.8,NCBITaxon:9606,gene
ENSG00000234891,FALSE,RP1-288L1.5,NCBITaxon:9606,gene
ENSG00000234892,FALSE,Z82214.2,NCBITaxon:9606,gene
ENSG00000234899,FALSE,SOX9-AS1,NCBITaxon:9606,gene
ENSG00000234900,FALSE,RP1-278O22.2,NCBITaxon:9606,gene
ENSG00000234902,FALSE,AC007879.2,NCBITaxon:9606,gene
ENSG00000234906,FALSE,APOC2,NCBITaxon:9606,gene
ENSG00000234912,FALSE,SNHG20,NCBITaxon:9606,gene
ENSG00000234913,FALSE,XXbac-B476C20.13,NCBITaxon:9606,gene
ENSG00000234915,FALSE,RP11-384C4.7,NCBITaxon:9606,gene
ENSG00000234917,FALSE,RP5-994D16.3,NCBITaxon:9606,gene
ENSG00000234918,FALSE,RP11-20F24.2,NCBITaxon:9606,gene
ENSG00000234919,FALSE,LINC01827,NCBITaxon:9606,gene
ENSG00000234921,FALSE,RP11-85O21.5,NCBITaxon:9606,gene
ENSG00000234928,FALSE,LINC01659,NCBITaxon:9606,gene
ENSG00000234929,FALSE,AC018685.1,NCBITaxon:9606,gene
ENSG00000234936,FALSE,AC010883.5,NCBITaxon:9606,gene
ENSG00000234938,FALSE,AC012668.1,NCBITaxon:9606,gene
ENSG00000234940,FALSE,AC023128.1,NCBITaxon:9606,gene
ENSG00000234942,FALSE,GRID1-AS1,NCBITaxon:9606,gene
ENSG00000234943,FALSE,AC092839.4,NCBITaxon:9606,gene
ENSG00000234944,FALSE,LINC02623,NCBITaxon:9606,gene
ENSG00000234945,FALSE,GTF3C2-AS1,NCBITaxon:9606,gene
ENSG00000234948,FALSE,LINC01524,NCBITaxon:9606,gene
ENSG00000234949,FALSE,AC104667.3,NCBITaxon:9606,gene
ENSG00000234952,FALSE,LINC02674,NCBITaxon:9606,gene
ENSG00000234953,FALSE,RP5-837I24.2,NCBITaxon:9606,gene
ENSG00000234956,FALSE,LINC02539,NCBITaxon:9606,gene
ENSG00000234961,FALSE,RP11-124N14.3,NCBITaxon:9606,gene
ENSG00000234962,FALSE,LINC00700,NCBITaxon:9606,gene
ENSG00000234965,FALSE,SHISA8,NCBITaxon:9606,gene
ENSG00000234967,FALSE,RP11-347D21.1,NCBITaxon:9606,gene
ENSG00000234973,FALSE,LINC02658,NCBITaxon:9606,gene
ENSG00000234977,FALSE,AC074389.7,NCBITaxon:9606,gene
ENSG00000234979,FALSE,CITF22-24E5.1,NCBITaxon:9606,gene
ENSG00000234986,FALSE,XX-C2158C12.1,NCBITaxon:9606,gene
ENSG00000234988,FALSE,LINC01849,NCBITaxon:9606,gene
ENSG00000234997,FALSE,AC016745.3,NCBITaxon:9606,gene
ENSG00000234998,FALSE,RP11-439A17.10,NCBITaxon:9606,gene
ENSG00000235005,FALSE,RP11-195M16.1,NCBITaxon:9606,gene
ENSG00000235007,FALSE,RP11-344B5.6,NCBITaxon:9606,gene
ENSG00000235009,FALSE,LINC01883,NCBITaxon:9606,gene
ENSG00000235010,FALSE,RP11-140A10.3,NCBITaxon:9606,gene
ENSG00000235011,FALSE,RP4-726F1.1,NCBITaxon:9606,gene
ENSG00000235016,FALSE,SEMA3F-AS1,NCBITaxon:9606,gene
ENSG00000235020,FALSE,RP11-109I13.2,NCBITaxon:9606,gene
ENSG00000235021,FALSE,RP11-439E19.7,NCBITaxon:9606,gene
ENSG00000235023,FALSE,AP001626.2,NCBITaxon:9606,gene
ENSG00000235024,FALSE,AC097468.7,NCBITaxon:9606,gene
ENSG00000235026,FALSE,DPP10-AS1,NCBITaxon:9606,gene
ENSG00000235027,FALSE,AC068580.6,NCBITaxon:9606,gene
ENSG00000235029,FALSE,MNX1-AS2,NCBITaxon:9606,gene
ENSG00000235032,FALSE,BMP7-AS1,NCBITaxon:9606,gene
ENSG00000235033,FALSE,DAAM2-AS1,NCBITaxon:9606,gene
ENSG00000235034,FALSE,C19orf81,NCBITaxon:9606,gene
ENSG00000235035,FALSE,AC007395.3,NCBITaxon:9606,gene
ENSG00000235038,FALSE,RP11-393I23.4,NCBITaxon:9606,gene
ENSG00000235042,FALSE,SMARCAL1-AS1,NCBITaxon:9606,gene
ENSG00000235047,FALSE,AC016751.3,NCBITaxon:9606,gene
ENSG00000235049,FALSE,LINC00940,NCBITaxon:9606,gene
ENSG00000235050,FALSE,MLIP-AS1,NCBITaxon:9606,gene
ENSG00000235051,FALSE,RP11-637O19.2,NCBITaxon:9606,gene
ENSG00000235052,FALSE,RP1-150O5.3,NCBITaxon:9606,gene
ENSG00000235054,FALSE,LINC01777,NCBITaxon:9606,gene
ENSG00000235056,FALSE,AC010983.1,NCBITaxon:9606,gene
ENSG00000235058,FALSE,ZMYND10-AS1,NCBITaxon:9606,gene
ENSG00000235059,FALSE,AC008175.1,NCBITaxon:9606,gene
ENSG00000235066,FALSE,AC009303.1,NCBITaxon:9606,gene
ENSG00000235070,FALSE,AC068138.1,NCBITaxon:9606,gene
ENSG00000235072,FALSE,ARNILA,NCBITaxon:9606,gene
ENSG00000235077,FALSE,AC073842.19,NCBITaxon:9606,gene
ENSG00000235078,FALSE,AC142528.1,NCBITaxon:9606,gene
ENSG00000235079,FALSE,ZRANB2-AS1,NCBITaxon:9606,gene
ENSG00000235085,FALSE,AC091153.4,NCBITaxon:9606,gene
ENSG00000235086,FALSE,FNDC1-IT1,NCBITaxon:9606,gene
ENSG00000235091,FALSE,WI2-85898F10.1,NCBITaxon:9606,gene
ENSG00000235092,FALSE,ID2-AS1,NCBITaxon:9606,gene
ENSG00000235096,FALSE,RP11-83A16.1,NCBITaxon:9606,gene
ENSG00000235097,FALSE,LINC00330,NCBITaxon:9606,gene
ENSG00000235098,FALSE,ANKRD65,NCBITaxon:9606,gene
ENSG00000235099,FALSE,RP1-23E21.2,NCBITaxon:9606,gene
ENSG00000235100,FALSE,RP11-80H5.9,NCBITaxon:9606,gene
ENSG00000235106,FALSE,BRD3OS,NCBITaxon:9606,gene
ENSG00000235109,FALSE,ZSCAN31,NCBITaxon:9606,gene
ENSG00000235111,FALSE,RP1-29C18.8,NCBITaxon:9606,gene
ENSG00000235118,FALSE,FAM237A,NCBITaxon:9606,gene
ENSG00000235119,FALSE,RP11-9M16.2,NCBITaxon:9606,gene
ENSG00000235120,FALSE,BSN-AS1,NCBITaxon:9606,gene
ENSG00000235121,FALSE,RP11-90L20.2,NCBITaxon:9606,gene
ENSG00000235122,FALSE,RP3-417L20.4,NCBITaxon:9606,gene
ENSG00000235123,FALSE,DSCAM-AS1,NCBITaxon:9606,gene
ENSG00000235126,FALSE,AC128709.3,NCBITaxon:9606,gene
ENSG00000235127,FALSE,AC068286.1,NCBITaxon:9606,gene
ENSG00000235131,FALSE,TP73-AS2,NCBITaxon:9606,gene
ENSG00000235138,FALSE,RP11-374P20.4,NCBITaxon:9606,gene
ENSG00000235139,FALSE,AC003984.1,NCBITaxon:9606,gene
ENSG00000235140,FALSE,RP11-135D11.2,NCBITaxon:9606,gene
ENSG00000235142,FALSE,LINC02532,NCBITaxon:9606,gene
ENSG00000235143,FALSE,RP1-65J11.5,NCBITaxon:9606,gene
ENSG00000235146,FALSE,RP5-857K21.2,NCBITaxon:9606,gene
ENSG00000235149,FALSE,RP11-45I20.1,NCBITaxon:9606,gene
ENSG00000235151,FALSE,AC114730.2,NCBITaxon:9606,gene
ENSG00000235152,FALSE,RP5-865N13.2,NCBITaxon:9606,gene
ENSG00000235154,FALSE,CTA-280A3__B.2,NCBITaxon:9606,gene
ENSG00000235158,FALSE,AC087430.1,NCBITaxon:9606,gene
ENSG00000235159,FALSE,RP6-109B7.4,NCBITaxon:9606,gene
ENSG00000235160,FALSE,LINC02248,NCBITaxon:9606,gene
ENSG00000235162,FALSE,C12orf75,NCBITaxon:9606,gene
ENSG00000235166,FALSE,LINC01440,NCBITaxon:9606,gene
ENSG00000235168,FALSE,RP1-12G14.5,NCBITaxon:9606,gene
ENSG00000235169,FALSE,SMIM1,NCBITaxon:9606,gene
ENSG00000235172,FALSE,LINC01366,NCBITaxon:9606,gene
ENSG00000235173,FALSE,HGH1,NCBITaxon:9606,gene
ENSG00000235180,FALSE,LINC00601,NCBITaxon:9606,gene
ENSG00000235185,FALSE,RP5-1056L3.1,NCBITaxon:9606,gene
ENSG00000235189,FALSE,RP4-537K23.4,NCBITaxon:9606,gene
ENSG00000235191,FALSE,NUCB1-AS1,NCBITaxon:9606,gene
ENSG00000235192,FALSE,AC009495.2,NCBITaxon:9606,gene
ENSG00000235194,FALSE,PPP1R3E,NCBITaxon:9606,gene
ENSG00000235198,FALSE,CTA-109P11.1,NCBITaxon:9606,gene
ENSG00000235200,FALSE,LINC01702,NCBITaxon:9606,gene
ENSG00000235201,FALSE,LINC02578,NCBITaxon:9606,gene
ENSG00000235202,FALSE,LINC01525,NCBITaxon:9606,gene
ENSG00000235204,FALSE,RP11-121A14.2,NCBITaxon:9606,gene
ENSG00000235209,FALSE,CTA-150C2.13,NCBITaxon:9606,gene
ENSG00000235214,FALSE,FAM83C-AS1,NCBITaxon:9606,gene
ENSG00000235215,FALSE,RP11-145M4.2,NCBITaxon:9606,gene
ENSG00000235221,FALSE,LINC00383,NCBITaxon:9606,gene
ENSG00000235235,FALSE,IGKV1OR2-1,NCBITaxon:9606,gene
ENSG00000235236,FALSE,RP13-131K19.1,NCBITaxon:9606,gene
ENSG00000235237,FALSE,RP1-151B14.6,NCBITaxon:9606,gene
ENSG00000235242,FALSE,AC010982.2,NCBITaxon:9606,gene
ENSG00000235244,FALSE,DANT2,NCBITaxon:9606,gene
ENSG00000235246,FALSE,RP1-5O6.5,NCBITaxon:9606,gene
ENSG00000235257,FALSE,ITGA9-AS1,NCBITaxon:9606,gene
ENSG00000235262,FALSE,KDM5C-IT1,NCBITaxon:9606,gene
ENSG00000235263,FALSE,RP13-392I16.1,NCBITaxon:9606,gene
ENSG00000235268,FALSE,KDM4E,NCBITaxon:9606,gene
ENSG00000235269,FALSE,LINC02331,NCBITaxon:9606,gene
ENSG00000235271,FALSE,RP1-90L6.3,NCBITaxon:9606,gene
ENSG00000235272,FALSE,RAMACL,NCBITaxon:9606,gene
ENSG00000235277,FALSE,AF127577.8,NCBITaxon:9606,gene
ENSG00000235279,FALSE,RP11-539E19.2,NCBITaxon:9606,gene
ENSG00000235280,FALSE,MCF2L-AS1,NCBITaxon:9606,gene
ENSG00000235281,FALSE,RP11-526P5.2,NCBITaxon:9606,gene
ENSG00000235285,FALSE,SMIM2-IT1,NCBITaxon:9606,gene
ENSG00000235288,FALSE,RP11-70C1.3,NCBITaxon:9606,gene
ENSG00000235292,FALSE,RP4-796I8.1,NCBITaxon:9606,gene
ENSG00000235293,FALSE,AC114814.3,NCBITaxon:9606,gene
ENSG00000235295,FALSE,LINC01634,NCBITaxon:9606,gene
ENSG00000235296,FALSE,AC137723.5,NCBITaxon:9606,gene
ENSG00000235298,FALSE,RP11-575L7.8,NCBITaxon:9606,gene
