gene_symbol,feature_is_filtered,feature_name,feature_reference,feature_biotype
ENSG00000118096,FALSE,IFT46,NCBITaxon:9606,gene
ENSG00000118113,FALSE,MMP8,NCBITaxon:9606,gene
ENSG00000118137,FALSE,APOA1,NCBITaxon:9606,gene
ENSG00000118156,FALSE,ZNF541,NCBITaxon:9606,gene
ENSG00000118160,FALSE,SLC8A2,NCBITaxon:9606,gene
ENSG00000118162,FALSE,KPTN,NCBITaxon:9606,gene
ENSG00000118181,FALSE,RPS25,NCBITaxon:9606,gene
ENSG00000118193,FALSE,KIF14,NCBITaxon:9606,gene
ENSG00000118194,FALSE,TNNT2,NCBITaxon:9606,gene
ENSG00000118197,FALSE,DDX59,NCBITaxon:9606,gene
ENSG00000118200,FALSE,CAMSAP2,NCBITaxon:9606,gene
ENSG00000118217,FALSE,ATF6,NCBITaxon:9606,gene
ENSG00000118231,FALSE,CRYGD,NCBITaxon:9606,gene
ENSG00000118242,FALSE,MREG,NCBITaxon:9606,gene
ENSG00000118245,FALSE,TNP1,NCBITaxon:9606,gene
ENSG00000118246,FALSE,FASTKD2,NCBITaxon:9606,gene
ENSG00000118257,FALSE,NRP2,NCBITaxon:9606,gene
ENSG00000118260,FALSE,CREB1,NCBITaxon:9606,gene
ENSG00000118263,FALSE,KLF7,NCBITaxon:9606,gene
ENSG00000118271,FALSE,TTR,NCBITaxon:9606,gene
ENSG00000118276,FALSE,B4GALT6,NCBITaxon:9606,gene
ENSG00000118292,FALSE,C1orf54,NCBITaxon:9606,gene
ENSG00000118298,FALSE,CA14,NCBITaxon:9606,gene
ENSG00000118307,FALSE,CFAP94,NCBITaxon:9606,gene
ENSG00000118308,FALSE,IRAG2,NCBITaxon:9606,gene
ENSG00000118322,FALSE,ATP10B,NCBITaxon:9606,gene
ENSG00000118363,FALSE,SPCS2,NCBITaxon:9606,gene
ENSG00000118369,FALSE,USP35,NCBITaxon:9606,gene
ENSG00000118402,FALSE,ELOVL4,NCBITaxon:9606,gene
ENSG00000118407,FALSE,FILIP1,NCBITaxon:9606,gene
ENSG00000118412,FALSE,CASP8AP2,NCBITaxon:9606,gene
ENSG00000118418,FALSE,HMGN3,NCBITaxon:9606,gene
ENSG00000118420,FALSE,UBE3D,NCBITaxon:9606,gene
ENSG00000118432,FALSE,CNR1,NCBITaxon:9606,gene
ENSG00000118434,FALSE,SPACA1,NCBITaxon:9606,gene
ENSG00000118454,FALSE,ANKRD13C,NCBITaxon:9606,gene
ENSG00000118473,FALSE,SGIP1,NCBITaxon:9606,gene
ENSG00000118482,FALSE,PHF3,NCBITaxon:9606,gene
ENSG00000118491,FALSE,ZC2HC1B,NCBITaxon:9606,gene
ENSG00000118492,FALSE,ADGB,NCBITaxon:9606,gene
ENSG00000118495,FALSE,PLAGL1,NCBITaxon:9606,gene
ENSG00000118496,FALSE,FBXO30,NCBITaxon:9606,gene
ENSG00000118503,FALSE,TNFAIP3,NCBITaxon:9606,gene
ENSG00000118507,FALSE,AKAP7,NCBITaxon:9606,gene
ENSG00000118508,FALSE,RAB32,NCBITaxon:9606,gene
ENSG00000118513,FALSE,MYB,NCBITaxon:9606,gene
ENSG00000118514,FALSE,ALDH8A1,NCBITaxon:9606,gene
ENSG00000118515,FALSE,SGK1,NCBITaxon:9606,gene
ENSG00000118518,FALSE,RNF146,NCBITaxon:9606,gene
ENSG00000118520,FALSE,ARG1,NCBITaxon:9606,gene
ENSG00000118523,FALSE,CCN2,NCBITaxon:9606,gene
ENSG00000118526,FALSE,TCF21,NCBITaxon:9606,gene
ENSG00000118557,FALSE,PMFBP1,NCBITaxon:9606,gene
ENSG00000118564,FALSE,FBXL5,NCBITaxon:9606,gene
ENSG00000118579,FALSE,MED28,NCBITaxon:9606,gene
ENSG00000118596,FALSE,SLC16A7,NCBITaxon:9606,gene
ENSG00000118600,FALSE,RXYLT1,NCBITaxon:9606,gene
ENSG00000118620,FALSE,ZNF430,NCBITaxon:9606,gene
ENSG00000118640,FALSE,VAMP8,NCBITaxon:9606,gene
ENSG00000118655,FALSE,DCLRE1B,NCBITaxon:9606,gene
ENSG00000118680,FALSE,MYL12B,NCBITaxon:9606,gene
ENSG00000118689,FALSE,FOXO3,NCBITaxon:9606,gene
ENSG00000118690,FALSE,ARMC2,NCBITaxon:9606,gene
ENSG00000118702,FALSE,GHRH,NCBITaxon:9606,gene
ENSG00000118705,FALSE,RPN2,NCBITaxon:9606,gene
ENSG00000118707,FALSE,TGIF2,NCBITaxon:9606,gene
ENSG00000118729,FALSE,CASQ2,NCBITaxon:9606,gene
ENSG00000118733,FALSE,OLFM3,NCBITaxon:9606,gene
ENSG00000118762,FALSE,PKD2,NCBITaxon:9606,gene
ENSG00000118777,FALSE,ABCG2,NCBITaxon:9606,gene
ENSG00000118785,FALSE,SPP1,NCBITaxon:9606,gene
ENSG00000118804,FALSE,STBD1,NCBITaxon:9606,gene
ENSG00000118816,FALSE,CCNI,NCBITaxon:9606,gene
ENSG00000118849,FALSE,RARRES1,NCBITaxon:9606,gene
ENSG00000118855,FALSE,MFSD1,NCBITaxon:9606,gene
ENSG00000118873,FALSE,RAB3GAP2,NCBITaxon:9606,gene
ENSG00000118894,FALSE,EEF2KMT,NCBITaxon:9606,gene
ENSG00000118898,FALSE,PPL,NCBITaxon:9606,gene
ENSG00000118900,FALSE,UBN1,NCBITaxon:9606,gene
ENSG00000118922,FALSE,KLF12,NCBITaxon:9606,gene
ENSG00000118939,FALSE,UCHL3,NCBITaxon:9606,gene
ENSG00000118946,FALSE,PCDH17,NCBITaxon:9606,gene
ENSG00000118960,FALSE,HS1BP3,NCBITaxon:9606,gene
ENSG00000118961,FALSE,LDAH,NCBITaxon:9606,gene
ENSG00000118965,FALSE,WDR35,NCBITaxon:9606,gene
ENSG00000118971,FALSE,CCND2,NCBITaxon:9606,gene
ENSG00000118972,FALSE,FGF23,NCBITaxon:9606,gene
ENSG00000118985,FALSE,ELL2,NCBITaxon:9606,gene
ENSG00000118997,FALSE,DNAH7,NCBITaxon:9606,gene
ENSG00000119004,FALSE,CYP20A1,NCBITaxon:9606,gene
ENSG00000119013,FALSE,NDUFB3,NCBITaxon:9606,gene
ENSG00000119041,FALSE,GTF3C3,NCBITaxon:9606,gene
ENSG00000119042,FALSE,SATB2,NCBITaxon:9606,gene
ENSG00000119048,FALSE,UBE2B,NCBITaxon:9606,gene
ENSG00000119121,FALSE,TRPM6,NCBITaxon:9606,gene
ENSG00000119125,FALSE,GDA,NCBITaxon:9606,gene
ENSG00000119138,FALSE,KLF9,NCBITaxon:9606,gene
ENSG00000119139,FALSE,TJP2,NCBITaxon:9606,gene
ENSG00000119147,FALSE,ECRG4,NCBITaxon:9606,gene
ENSG00000119185,FALSE,ITGB1BP1,NCBITaxon:9606,gene
ENSG00000119203,FALSE,CPSF3,NCBITaxon:9606,gene
ENSG00000119227,FALSE,PIGZ,NCBITaxon:9606,gene
ENSG00000119231,FALSE,SENP5,NCBITaxon:9606,gene
ENSG00000119242,FALSE,CCDC92,NCBITaxon:9606,gene
ENSG00000119280,FALSE,C1orf198,NCBITaxon:9606,gene
ENSG00000119283,FALSE,TRIM67,NCBITaxon:9606,gene
ENSG00000119285,FALSE,HEATR1,NCBITaxon:9606,gene
ENSG00000119314,FALSE,PTBP3,NCBITaxon:9606,gene
ENSG00000119318,FALSE,RAD23B,NCBITaxon:9606,gene
ENSG00000119321,FALSE,FKBP15,NCBITaxon:9606,gene
ENSG00000119326,FALSE,CTNNAL1,NCBITaxon:9606,gene
ENSG00000119328,FALSE,ABITRAM,NCBITaxon:9606,gene
ENSG00000119333,FALSE,DYNC2I2,NCBITaxon:9606,gene
ENSG00000119335,FALSE,SET,NCBITaxon:9606,gene
ENSG00000119383,FALSE,PTPA,NCBITaxon:9606,gene
ENSG00000119392,FALSE,GLE1,NCBITaxon:9606,gene
ENSG00000119396,FALSE,RAB14,NCBITaxon:9606,gene
ENSG00000119397,FALSE,CNTRL,NCBITaxon:9606,gene
ENSG00000119401,FALSE,TRIM32,NCBITaxon:9606,gene
ENSG00000119402,FALSE,FBXW2,NCBITaxon:9606,gene
ENSG00000119403,FALSE,PHF19,NCBITaxon:9606,gene
ENSG00000119408,FALSE,NEK6,NCBITaxon:9606,gene
ENSG00000119411,FALSE,BSPRY,NCBITaxon:9606,gene
ENSG00000119414,FALSE,PPP6C,NCBITaxon:9606,gene
ENSG00000119421,FALSE,NDUFA8,NCBITaxon:9606,gene
ENSG00000119431,FALSE,HDHD3,NCBITaxon:9606,gene
ENSG00000119446,FALSE,RBM18,NCBITaxon:9606,gene
ENSG00000119457,FALSE,SLC46A2,NCBITaxon:9606,gene
ENSG00000119471,FALSE,HSDL2,NCBITaxon:9606,gene
ENSG00000119487,FALSE,MAPKAP1,NCBITaxon:9606,gene
ENSG00000119508,FALSE,NR4A3,NCBITaxon:9606,gene
ENSG00000119509,FALSE,INVS,NCBITaxon:9606,gene
ENSG00000119514,FALSE,GALNT12,NCBITaxon:9606,gene
ENSG00000119522,FALSE,DENND1A,NCBITaxon:9606,gene
ENSG00000119523,FALSE,ALG2,NCBITaxon:9606,gene
ENSG00000119535,FALSE,CSF3R,NCBITaxon:9606,gene
ENSG00000119537,FALSE,KDSR,NCBITaxon:9606,gene
ENSG00000119541,FALSE,VPS4B,NCBITaxon:9606,gene
ENSG00000119547,FALSE,ONECUT2,NCBITaxon:9606,gene
ENSG00000119559,FALSE,C19orf25,NCBITaxon:9606,gene
ENSG00000119574,FALSE,ZBTB45,NCBITaxon:9606,gene
ENSG00000119596,FALSE,YLPM1,NCBITaxon:9606,gene
ENSG00000119599,FALSE,DCAF4,NCBITaxon:9606,gene
ENSG00000119608,FALSE,PROX2,NCBITaxon:9606,gene
ENSG00000119614,FALSE,VSX2,NCBITaxon:9606,gene
ENSG00000119616,FALSE,FCF1,NCBITaxon:9606,gene
ENSG00000119630,FALSE,PGF,NCBITaxon:9606,gene
ENSG00000119632,FALSE,IFI27L2,NCBITaxon:9606,gene
ENSG00000119636,FALSE,BBOF1,NCBITaxon:9606,gene
ENSG00000119638,FALSE,NEK9,NCBITaxon:9606,gene
ENSG00000119640,FALSE,ACYP1,NCBITaxon:9606,gene
ENSG00000119650,FALSE,IFT43,NCBITaxon:9606,gene
ENSG00000119655,FALSE,NPC2,NCBITaxon:9606,gene
ENSG00000119661,FALSE,DNAL1,NCBITaxon:9606,gene
ENSG00000119669,FALSE,IRF2BPL,NCBITaxon:9606,gene
ENSG00000119673,FALSE,ACOT2,NCBITaxon:9606,gene
ENSG00000119681,FALSE,LTBP2,NCBITaxon:9606,gene
ENSG00000119682,FALSE,AREL1,NCBITaxon:9606,gene
ENSG00000119684,FALSE,MLH3,NCBITaxon:9606,gene
ENSG00000119685,FALSE,TTLL5,NCBITaxon:9606,gene
ENSG00000119686,FALSE,FLVCR2,NCBITaxon:9606,gene
ENSG00000119688,FALSE,ABCD4,NCBITaxon:9606,gene
ENSG00000119689,FALSE,DLST,NCBITaxon:9606,gene
ENSG00000119698,FALSE,PPP4R4,NCBITaxon:9606,gene
ENSG00000119699,FALSE,TGFB3,NCBITaxon:9606,gene
ENSG00000119703,FALSE,ZC2HC1C,NCBITaxon:9606,gene
ENSG00000119705,FALSE,SLIRP,NCBITaxon:9606,gene
ENSG00000119707,FALSE,RBM25,NCBITaxon:9606,gene
ENSG00000119711,FALSE,ALDH6A1,NCBITaxon:9606,gene
ENSG00000119714,FALSE,GPR68,NCBITaxon:9606,gene
ENSG00000119715,FALSE,ESRRB,NCBITaxon:9606,gene
ENSG00000119718,FALSE,EIF2B2,NCBITaxon:9606,gene
ENSG00000119720,FALSE,NRDE2,NCBITaxon:9606,gene
ENSG00000119723,FALSE,COQ6,NCBITaxon:9606,gene
ENSG00000119725,FALSE,ZNF410,NCBITaxon:9606,gene
ENSG00000119729,FALSE,RHOQ,NCBITaxon:9606,gene
ENSG00000119737,FALSE,GPR75,NCBITaxon:9606,gene
ENSG00000119760,FALSE,SUPT7L,NCBITaxon:9606,gene
ENSG00000119771,FALSE,KLHL29,NCBITaxon:9606,gene
ENSG00000119772,FALSE,DNMT3A,NCBITaxon:9606,gene
ENSG00000119777,FALSE,TMEM214,NCBITaxon:9606,gene
ENSG00000119778,FALSE,ATAD2B,NCBITaxon:9606,gene
ENSG00000119782,FALSE,FKBP1B,NCBITaxon:9606,gene
ENSG00000119787,FALSE,ATL2,NCBITaxon:9606,gene
ENSG00000119801,FALSE,YPEL5,NCBITaxon:9606,gene
ENSG00000119812,FALSE,FAM98A,NCBITaxon:9606,gene
ENSG00000119820,FALSE,YIPF4,NCBITaxon:9606,gene
ENSG00000119844,FALSE,AFTPH,NCBITaxon:9606,gene
ENSG00000119862,FALSE,LGALSL,NCBITaxon:9606,gene
ENSG00000119865,FALSE,CNRIP1,NCBITaxon:9606,gene
ENSG00000119866,FALSE,BCL11A,NCBITaxon:9606,gene
ENSG00000119878,FALSE,CRIPT,NCBITaxon:9606,gene
ENSG00000119888,FALSE,EPCAM,NCBITaxon:9606,gene
ENSG00000119899,FALSE,SLC17A5,NCBITaxon:9606,gene
ENSG00000119900,FALSE,OGFRL1,NCBITaxon:9606,gene
ENSG00000119906,FALSE,SLF2,NCBITaxon:9606,gene
ENSG00000119912,FALSE,IDE,NCBITaxon:9606,gene
ENSG00000119913,FALSE,TECTB,NCBITaxon:9606,gene
ENSG00000119915,FALSE,ELOVL3,NCBITaxon:9606,gene
ENSG00000119917,FALSE,IFIT3,NCBITaxon:9606,gene
ENSG00000119919,FALSE,NKX2-3,NCBITaxon:9606,gene
ENSG00000119922,FALSE,IFIT2,NCBITaxon:9606,gene
ENSG00000119927,FALSE,GPAM,NCBITaxon:9606,gene
ENSG00000119929,FALSE,CUTC,NCBITaxon:9606,gene
ENSG00000119938,FALSE,PPP1R3C,NCBITaxon:9606,gene
ENSG00000119943,FALSE,PYROXD2,NCBITaxon:9606,gene
ENSG00000119946,FALSE,CNNM1,NCBITaxon:9606,gene
ENSG00000119950,FALSE,MXI1,NCBITaxon:9606,gene
ENSG00000119953,FALSE,SMNDC1,NCBITaxon:9606,gene
ENSG00000119965,FALSE,C10orf88,NCBITaxon:9606,gene
ENSG00000119969,FALSE,HELLS,NCBITaxon:9606,gene
ENSG00000119973,FALSE,PRLHR,NCBITaxon:9606,gene
ENSG00000119977,FALSE,TCTN3,NCBITaxon:9606,gene
ENSG00000119979,FALSE,DENND10,NCBITaxon:9606,gene
ENSG00000119986,FALSE,AVPI1,NCBITaxon:9606,gene
ENSG00000120008,FALSE,WDR11,NCBITaxon:9606,gene
ENSG00000120029,FALSE,ARMH3,NCBITaxon:9606,gene
ENSG00000120049,FALSE,KCNIP2,NCBITaxon:9606,gene
ENSG00000120051,FALSE,CFAP58,NCBITaxon:9606,gene
ENSG00000120053,FALSE,GOT1,NCBITaxon:9606,gene
ENSG00000120054,FALSE,CPN1,NCBITaxon:9606,gene
ENSG00000120055,FALSE,C10orf95,NCBITaxon:9606,gene
ENSG00000120057,FALSE,SFRP5,NCBITaxon:9606,gene
ENSG00000120063,FALSE,GNA13,NCBITaxon:9606,gene
ENSG00000120068,FALSE,HOXB8,NCBITaxon:9606,gene
ENSG00000120071,FALSE,KANSL1,NCBITaxon:9606,gene
ENSG00000120075,FALSE,HOXB5,NCBITaxon:9606,gene
ENSG00000120088,FALSE,CRHR1,NCBITaxon:9606,gene
ENSG00000120093,FALSE,HOXB3,NCBITaxon:9606,gene
ENSG00000120094,FALSE,HOXB1,NCBITaxon:9606,gene
ENSG00000120129,FALSE,DUSP1,NCBITaxon:9606,gene
ENSG00000120137,FALSE,PANK3,NCBITaxon:9606,gene
ENSG00000120149,FALSE,MSX2,NCBITaxon:9606,gene
ENSG00000120156,FALSE,TEK,NCBITaxon:9606,gene
ENSG00000120158,FALSE,RCL1,NCBITaxon:9606,gene
ENSG00000120159,FALSE,CAAP1,NCBITaxon:9606,gene
ENSG00000120160,FALSE,EQTN,NCBITaxon:9606,gene
ENSG00000120162,FALSE,MOB3B,NCBITaxon:9606,gene
ENSG00000120210,FALSE,INSL6,NCBITaxon:9606,gene
ENSG00000120211,FALSE,INSL4,NCBITaxon:9606,gene
ENSG00000120215,FALSE,MLANA,NCBITaxon:9606,gene
ENSG00000120217,FALSE,CD274,NCBITaxon:9606,gene
ENSG00000120235,FALSE,IFNA6,NCBITaxon:9606,gene
ENSG00000120242,FALSE,IFNA8,NCBITaxon:9606,gene
ENSG00000120251,FALSE,GRIA2,NCBITaxon:9606,gene
ENSG00000120253,FALSE,NUP43,NCBITaxon:9606,gene
ENSG00000120254,FALSE,MTHFD1L,NCBITaxon:9606,gene
ENSG00000120256,FALSE,LRP11,NCBITaxon:9606,gene
ENSG00000120262,FALSE,CCDC170,NCBITaxon:9606,gene
ENSG00000120265,FALSE,PCMT1,NCBITaxon:9606,gene
ENSG00000120278,FALSE,PLEKHG1,NCBITaxon:9606,gene
ENSG00000120279,FALSE,MYCT1,NCBITaxon:9606,gene
ENSG00000120280,FALSE,TASL,NCBITaxon:9606,gene
ENSG00000120289,FALSE,MAGEB4,NCBITaxon:9606,gene
ENSG00000120306,FALSE,CYSTM1,NCBITaxon:9606,gene
ENSG00000120314,FALSE,WDR55,NCBITaxon:9606,gene
ENSG00000120318,FALSE,ARAP3,NCBITaxon:9606,gene
ENSG00000120322,FALSE,PCDHB8,NCBITaxon:9606,gene
ENSG00000120324,FALSE,PCDHB10,NCBITaxon:9606,gene
ENSG00000120327,FALSE,PCDHB14,NCBITaxon:9606,gene
ENSG00000120328,FALSE,PCDHB12,NCBITaxon:9606,gene
ENSG00000120329,FALSE,SLC25A2,NCBITaxon:9606,gene
ENSG00000120332,FALSE,TNN,NCBITaxon:9606,gene
ENSG00000120333,FALSE,MRPS14,NCBITaxon:9606,gene
ENSG00000120334,FALSE,CENPL,NCBITaxon:9606,gene
ENSG00000120337,FALSE,TNFSF18,NCBITaxon:9606,gene
ENSG00000120341,FALSE,SEC16B,NCBITaxon:9606,gene
ENSG00000120370,FALSE,GORAB,NCBITaxon:9606,gene
ENSG00000120436,FALSE,GPR31,NCBITaxon:9606,gene
ENSG00000120437,FALSE,ACAT2,NCBITaxon:9606,gene
ENSG00000120438,FALSE,TCP1,NCBITaxon:9606,gene
ENSG00000120440,FALSE,TTLL2,NCBITaxon:9606,gene
ENSG00000120451,FALSE,SNX19,NCBITaxon:9606,gene
ENSG00000120457,FALSE,KCNJ5,NCBITaxon:9606,gene
ENSG00000120458,FALSE,MSANTD2,NCBITaxon:9606,gene
ENSG00000120471,FALSE,TP53AIP1,NCBITaxon:9606,gene
ENSG00000120498,FALSE,TEX11,NCBITaxon:9606,gene
ENSG00000120500,FALSE,ARR3,NCBITaxon:9606,gene
ENSG00000120509,FALSE,PDZD11,NCBITaxon:9606,gene
ENSG00000120519,FALSE,SLC10A7,NCBITaxon:9606,gene
ENSG00000120526,FALSE,NUDCD1,NCBITaxon:9606,gene
ENSG00000120533,FALSE,ENY2,NCBITaxon:9606,gene
ENSG00000120539,FALSE,MASTL,NCBITaxon:9606,gene
ENSG00000120549,FALSE,KIAA1217,NCBITaxon:9606,gene
ENSG00000120563,FALSE,LYZL1,NCBITaxon:9606,gene
ENSG00000120594,FALSE,PLXDC2,NCBITaxon:9606,gene
ENSG00000120616,FALSE,EPC1,NCBITaxon:9606,gene
ENSG00000120645,FALSE,IQSEC3,NCBITaxon:9606,gene
ENSG00000120647,FALSE,CCDC77,NCBITaxon:9606,gene
ENSG00000120656,FALSE,TAF12,NCBITaxon:9606,gene
ENSG00000120658,FALSE,ENOX1,NCBITaxon:9606,gene
ENSG00000120659,FALSE,TNFSF11,NCBITaxon:9606,gene
ENSG00000120662,FALSE,MTRF1,NCBITaxon:9606,gene
ENSG00000120664,FALSE,SPART-AS1,NCBITaxon:9606,gene
ENSG00000120669,FALSE,SOHLH2,NCBITaxon:9606,gene
ENSG00000120675,FALSE,DNAJC15,NCBITaxon:9606,gene
ENSG00000120685,FALSE,PROSER1,NCBITaxon:9606,gene
ENSG00000120686,FALSE,UFM1,NCBITaxon:9606,gene
ENSG00000120688,FALSE,WBP4,NCBITaxon:9606,gene
ENSG00000120690,FALSE,ELF1,NCBITaxon:9606,gene
ENSG00000120693,FALSE,SMAD9,NCBITaxon:9606,gene
ENSG00000120694,FALSE,HSPH1,NCBITaxon:9606,gene
ENSG00000120696,FALSE,KBTBD7,NCBITaxon:9606,gene
ENSG00000120697,FALSE,ALG5,NCBITaxon:9606,gene
ENSG00000120699,FALSE,EXOSC8,NCBITaxon:9606,gene
ENSG00000120705,FALSE,ETF1,NCBITaxon:9606,gene
ENSG00000120708,FALSE,TGFBI,NCBITaxon:9606,gene
ENSG00000120709,FALSE,FAM53C,NCBITaxon:9606,gene
ENSG00000120725,FALSE,SIL1,NCBITaxon:9606,gene
ENSG00000120727,FALSE,PAIP2,NCBITaxon:9606,gene
ENSG00000120729,FALSE,MYOT,NCBITaxon:9606,gene
ENSG00000120733,FALSE,KDM3B,NCBITaxon:9606,gene
ENSG00000120738,FALSE,EGR1,NCBITaxon:9606,gene
ENSG00000120742,FALSE,SERP1,NCBITaxon:9606,gene
ENSG00000120756,FALSE,PLS1,NCBITaxon:9606,gene
ENSG00000120784,FALSE,ZFP30,NCBITaxon:9606,gene
ENSG00000120798,FALSE,NR2C1,NCBITaxon:9606,gene
ENSG00000120800,FALSE,UTP20,NCBITaxon:9606,gene
ENSG00000120802,FALSE,TMPO,NCBITaxon:9606,gene
ENSG00000120805,FALSE,ARL1,NCBITaxon:9606,gene
ENSG00000120820,FALSE,GLT8D2,NCBITaxon:9606,gene
ENSG00000120832,FALSE,MTERF2,NCBITaxon:9606,gene
ENSG00000120833,FALSE,SOCS2,NCBITaxon:9606,gene
ENSG00000120837,FALSE,NFYB,NCBITaxon:9606,gene
ENSG00000120860,FALSE,WASHC3,NCBITaxon:9606,gene
ENSG00000120868,FALSE,APAF1,NCBITaxon:9606,gene
ENSG00000120875,FALSE,DUSP4,NCBITaxon:9606,gene
ENSG00000120885,FALSE,CLU,NCBITaxon:9606,gene
ENSG00000120889,FALSE,TNFRSF10B,NCBITaxon:9606,gene
ENSG00000120896,FALSE,SORBS3,NCBITaxon:9606,gene
ENSG00000120899,FALSE,PTK2B,NCBITaxon:9606,gene
ENSG00000120903,FALSE,CHRNA2,NCBITaxon:9606,gene
ENSG00000120907,FALSE,ADRA1A,NCBITaxon:9606,gene
ENSG00000120910,FALSE,PPP3CC,NCBITaxon:9606,gene
ENSG00000120913,FALSE,PDLIM2,NCBITaxon:9606,gene
ENSG00000120915,FALSE,EPHX2,NCBITaxon:9606,gene
ENSG00000120925,FALSE,RNF170,NCBITaxon:9606,gene
ENSG00000120937,FALSE,NPPB,NCBITaxon:9606,gene
ENSG00000120942,FALSE,UBIAD1,NCBITaxon:9606,gene
ENSG00000120948,FALSE,TARDBP,NCBITaxon:9606,gene
ENSG00000120949,FALSE,TNFRSF8,NCBITaxon:9606,gene
ENSG00000120952,FALSE,PRAMEF2,NCBITaxon:9606,gene
ENSG00000120963,FALSE,ZNF706,NCBITaxon:9606,gene
ENSG00000120992,FALSE,LYPLA1,NCBITaxon:9606,gene
ENSG00000121005,FALSE,CRISPLD1,NCBITaxon:9606,gene
ENSG00000121022,FALSE,COPS5,NCBITaxon:9606,gene
ENSG00000121039,FALSE,RDH10,NCBITaxon:9606,gene
ENSG00000121053,FALSE,EPX,NCBITaxon:9606,gene
ENSG00000121057,FALSE,AKAP1,NCBITaxon:9606,gene
ENSG00000121058,FALSE,COIL,NCBITaxon:9606,gene
ENSG00000121060,FALSE,TRIM25,NCBITaxon:9606,gene
ENSG00000121064,FALSE,SCPEP1,NCBITaxon:9606,gene
ENSG00000121067,FALSE,SPOP,NCBITaxon:9606,gene
ENSG00000121068,FALSE,TBX2,NCBITaxon:9606,gene
ENSG00000121073,FALSE,SLC35B1,NCBITaxon:9606,gene
ENSG00000121075,FALSE,TBX4,NCBITaxon:9606,gene
ENSG00000121101,FALSE,TEX14,NCBITaxon:9606,gene
ENSG00000121104,FALSE,FAM117A,NCBITaxon:9606,gene
ENSG00000121152,FALSE,NCAPH,NCBITaxon:9606,gene
ENSG00000121207,FALSE,LRAT,NCBITaxon:9606,gene
ENSG00000121210,FALSE,TMEM131L,NCBITaxon:9606,gene
ENSG00000121211,FALSE,MND1,NCBITaxon:9606,gene
ENSG00000121236,FALSE,TRIM6,NCBITaxon:9606,gene
ENSG00000121270,FALSE,ABCC11,NCBITaxon:9606,gene
ENSG00000121274,FALSE,TENT4B,NCBITaxon:9606,gene
ENSG00000121281,FALSE,ADCY7,NCBITaxon:9606,gene
ENSG00000121289,FALSE,CEP89,NCBITaxon:9606,gene
ENSG00000121297,FALSE,TSHZ3,NCBITaxon:9606,gene
ENSG00000121310,FALSE,ECHDC2,NCBITaxon:9606,gene
ENSG00000121314,FALSE,TAS2R8,NCBITaxon:9606,gene
ENSG00000121316,FALSE,PLBD1,NCBITaxon:9606,gene
ENSG00000121318,FALSE,TAS2R10,NCBITaxon:9606,gene
ENSG00000121335,FALSE,PRB2,NCBITaxon:9606,gene
ENSG00000121350,FALSE,PYROXD1,NCBITaxon:9606,gene
ENSG00000121351,FALSE,IAPP,NCBITaxon:9606,gene
ENSG00000121361,FALSE,KCNJ8,NCBITaxon:9606,gene
ENSG00000121377,FALSE,TAS2R7,NCBITaxon:9606,gene
ENSG00000121380,FALSE,BCL2L14,NCBITaxon:9606,gene
ENSG00000121381,FALSE,TAS2R9,NCBITaxon:9606,gene
ENSG00000121390,FALSE,PSPC1,NCBITaxon:9606,gene
ENSG00000121406,FALSE,ZNF549,NCBITaxon:9606,gene
ENSG00000121410,FALSE,A1BG,NCBITaxon:9606,gene
ENSG00000121413,FALSE,ZSCAN18,NCBITaxon:9606,gene
ENSG00000121417,FALSE,ZNF211,NCBITaxon:9606,gene
ENSG00000121440,FALSE,PDZRN3,NCBITaxon:9606,gene
ENSG00000121446,FALSE,RGSL1,NCBITaxon:9606,gene
ENSG00000121454,FALSE,LHX4,NCBITaxon:9606,gene
ENSG00000121481,FALSE,RNF2,NCBITaxon:9606,gene
ENSG00000121486,FALSE,TRMT1L,NCBITaxon:9606,gene
ENSG00000121542,FALSE,SEC22A,NCBITaxon:9606,gene
ENSG00000121552,FALSE,CSTA,NCBITaxon:9606,gene
ENSG00000121570,FALSE,DPPA4,NCBITaxon:9606,gene
ENSG00000121577,FALSE,POPDC2,NCBITaxon:9606,gene
ENSG00000121578,FALSE,B4GALT4,NCBITaxon:9606,gene
ENSG00000121579,FALSE,"NAA50",NCBITaxon:9606,gene
ENSG00000121594,FALSE,CD80,NCBITaxon:9606,gene
ENSG00000121621,FALSE,KIF18A,NCBITaxon:9606,gene
ENSG00000121634,FALSE,GJA8,NCBITaxon:9606,gene
ENSG00000121644,FALSE,DESI2,NCBITaxon:9606,gene
ENSG00000121653,FALSE,MAPK8IP1,NCBITaxon:9606,gene
ENSG00000121671,FALSE,CRY2,NCBITaxon:9606,gene
ENSG00000121680,FALSE,PEX16,NCBITaxon:9606,gene
ENSG00000121690,FALSE,DEPDC7,NCBITaxon:9606,gene
ENSG00000121691,FALSE,CAT,NCBITaxon:9606,gene
ENSG00000121716,FALSE,PILRB,NCBITaxon:9606,gene
ENSG00000121741,FALSE,ZMYM2,NCBITaxon:9606,gene
ENSG00000121742,FALSE,GJB6,NCBITaxon:9606,gene
ENSG00000121743,FALSE,GJA3,NCBITaxon:9606,gene
ENSG00000121749,FALSE,TBC1D15,NCBITaxon:9606,gene
ENSG00000121753,FALSE,ADGRB2,NCBITaxon:9606,gene
ENSG00000121764,FALSE,HCRTR1,NCBITaxon:9606,gene
